station,datetime,temperature,precipitation,wind_speed,wind_direction,pressure,weather_code
鹿児島,2025-08-27 08:00:00,28.4,0.0,1.7,北東,1008.9,2
鹿児島,2025-08-27 09:00:00,30.1,0.0,1.7,南東,1008.9,2
鹿児島,2025-08-27 10:00:00,30.8,0.0,2.0,南南東,1008.9,2
鹿児島,2025-08-27 11:00:00,31.4,0.0,2.5,南東,1008.6,2
鹿児島,2025-08-27 12:00:00,31.2,0.0,3.0,北西,1008.3,10
鹿児島,2025-08-27 13:00:00,31.6,0.0,3.0,南東,1007.8,4
鹿児島,2025-08-27 14:00:00,32.5,0.0,4.5,南,1007.4,2
鹿児島,2025-08-27 15:00:00,33.0,0.0,3.5,西北西,1007.5,15
鹿児島,2025-08-27 16:00:00,33.0,0.0,4.7,西北西,1007.5,15
鹿児島,2025-08-27 17:00:00,32.0,0.0,5.4,西,1007.9,15
鹿児島,2025-08-27 18:00:00,31.4,0.0,5.2,西北西,1007.9,4
鹿児島,2025-08-27 19:00:00,30.5,0.0,4.4,西北西,1009.1,15
鹿児島,2025-08-27 20:00:00,30.1,0.0,2.6,西北西,1009.4,4
